simulation_day,patients_treated,total_pfs_available,biomarker_group,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary
500,500,218,Medium,112.0,240.54464285714286,87.34800320978243,65.848636437578,415.2406492767077
501,501,218,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
501,501,218,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
501,501,218,Medium,112.0,240.54464285714286,87.34800320978243,65.848636437578,415.2406492767077
502,502,219,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
502,502,219,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
502,502,219,Medium,113.0,241.2920353982301,87.31937289300299,66.65328961222411,415.9307811842361
503,503,219,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
503,503,219,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
503,503,219,Medium,113.0,241.2920353982301,87.31937289300299,66.65328961222411,415.9307811842361
504,504,220,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
504,504,220,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
504,504,220,Medium,114.0,241.33333333333334,86.933263658875,67.46680601558333,415.1998606510833
505,505,220,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
505,505,220,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
505,505,220,Medium,114.0,241.33333333333334,86.933263658875,67.46680601558333,415.1998606510833
506,506,220,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
506,506,220,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
506,506,220,Medium,114.0,241.33333333333334,86.933263658875,67.46680601558333,415.1998606510833
507,507,220,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
507,507,220,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
507,507,220,Medium,114.0,241.33333333333334,86.933263658875,67.46680601558333,415.1998606510833
508,508,221,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
508,508,221,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
508,508,221,Medium,115.0,241.8695652173913,86.74195667642573,68.38565186453985,415.35347857024277
509,509,221,High,38.0,272.55263157894734,97.6016995223156,77.34923253431614,467.75603062357857
509,509,221,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
509,509,221,Medium,115.0,241.8695652173913,86.74195667642573,68.38565186453985,415.35347857024277
510,510,222,High,39.0,272.1025641025641,96.34990915020295,79.4027458021582,464.80238240297
510,510,222,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
510,510,222,Medium,115.0,241.8695652173913,86.74195667642573,68.38565186453985,415.35347857024277
511,511,224,High,39.0,272.1025641025641,96.34990915020295,79.4027458021582,464.80238240297
511,511,224,Low,68.0,183.25,43.263639899035695,96.72272020192861,269.7772797980714
511,511,224,Medium,117.0,243.2051282051282,86.77423525741546,69.6566576902973,416.7535987199591
512,512,227,High,40.0,274.725,96.54200294863026,81.64099410273951,467.80900589726053
512,512,227,Low,69.0,181.47826086956522,45.39616746444967,90.68592594066588,272.27059579846457
512,512,227,Medium,118.0,243.48305084745763,86.45533732104998,70.57237620535767,416.3937254895576
513,513,230,High,41.0,271.8536585365854,97.08438622549193,77.68488608560153,466.02243098756924
513,513,230,Low,70.0,180.37142857142857,46.00761481665848,88.3561989381116,272.3866582047455
513,513,230,Medium,119.0,243.34453781512605,86.10148101787223,71.14157577938158,415.5474998508705
514,514,232,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
514,514,232,Low,70.0,180.37142857142857,46.00761481665848,88.3561989381116,272.3866582047455
514,514,232,Medium,120.0,244.00833333333333,86.0467428016814,71.91484772997052,416.10181893669613
515,515,232,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
515,515,232,Low,70.0,180.37142857142857,46.00761481665848,88.3561989381116,272.3866582047455
515,515,232,Medium,120.0,244.00833333333333,86.0467428016814,71.91484772997052,416.10181893669613
516,516,234,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
516,516,234,Low,71.0,181.05633802816902,46.040940577441866,88.97445687328529,273.13821918305274
516,516,234,Medium,121.0,244.46280991735537,85.8331755327657,72.79645885182399,416.1291609828868
517,517,234,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
517,517,234,Low,71.0,181.05633802816902,46.040940577441866,88.97445687328529,273.13821918305274
517,517,234,Medium,121.0,244.46280991735537,85.8331755327657,72.79645885182399,416.1291609828868
518,518,234,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
518,518,234,Low,71.0,181.05633802816902,46.040940577441866,88.97445687328529,273.13821918305274
518,518,234,Medium,121.0,244.46280991735537,85.8331755327657,72.79645885182399,416.1291609828868
519,519,235,High,42.0,274.64285714285717,97.581940909359,79.47897532413916,469.8067389615752
519,519,235,Low,71.0,181.05633802816902,46.040940577441866,88.97445687328529,273.13821918305274
519,519,235,Medium,122.0,244.49180327868854,85.47835702115103,73.53508923638648,415.4485173209906
520,520,239,High,43.0,274.25581395348837,96.44665266680452,81.36250861987932,467.1491192870974
520,520,239,Low,72.0,181.34722222222223,45.782141706319585,89.78293880958306,272.9115056348614
520,520,239,Medium,124.0,244.56451612903226,85.77435342961223,73.01580926980779,416.1132229882567
521,521,240,High,44.0,276.45454545454544,96.42793538723306,83.59867468007931,469.3104162290116
521,521,240,Low,72.0,181.34722222222223,45.782141706319585,89.78293880958306,272.9115056348614
521,521,240,Medium,124.0,244.56451612903226,85.77435342961223,73.01580926980779,416.1132229882567
522,522,241,High,44.0,276.45454545454544,96.42793538723306,83.59867468007931,469.3104162290116
522,522,241,Low,73.0,181.31506849315068,45.463928532020724,90.38721142910923,272.2429255571921
522,522,241,Medium,124.0,244.56451612903226,85.77435342961223,73.01580926980779,416.1132229882567
523,523,243,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
523,523,243,Low,74.0,181.66216216216216,45.250074404548535,91.16201335306509,272.1623109712592
523,523,243,Medium,124.0,244.56451612903226,85.77435342961223,73.01580926980779,416.1132229882567
524,524,244,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
524,524,244,Low,74.0,181.66216216216216,45.250074404548535,91.16201335306509,272.1623109712592
524,524,244,Medium,125.0,244.688,85.43894405533302,73.81011188933394,415.56588811066604
525,525,244,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
525,525,244,Low,74.0,181.66216216216216,45.250074404548535,91.16201335306509,272.1623109712592
525,525,244,Medium,125.0,244.688,85.43894405533302,73.81011188933394,415.56588811066604
526,526,244,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
526,526,244,Low,74.0,181.66216216216216,45.250074404548535,91.16201335306509,272.1623109712592
526,526,244,Medium,125.0,244.688,85.43894405533302,73.81011188933394,415.56588811066604
527,527,247,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
527,527,247,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
527,527,247,Medium,127.0,244.07874015748033,84.99165283937275,74.09543447873483,414.0620458362258
528,528,247,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
528,528,247,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
528,528,247,Medium,127.0,244.07874015748033,84.99165283937275,74.09543447873483,414.0620458362258
529,529,247,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
529,529,247,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
529,529,247,Medium,127.0,244.07874015748033,84.99165283937275,74.09543447873483,414.0620458362258
530,530,248,High,45.0,275.6222222222222,95.48923996710283,84.64374228801654,466.6007021564279
530,530,248,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
530,530,248,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
531,531,249,High,46.0,279.0652173913044,97.26696416996154,84.5312890513813,473.59914573122745
531,531,249,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
531,531,249,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
532,532,249,High,46.0,279.0652173913044,97.26696416996154,84.5312890513813,473.59914573122745
532,532,249,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
532,532,249,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
533,533,250,High,47.0,279.59574468085106,96.27263360632976,87.05047746819153,472.1410118935106
533,533,250,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
533,533,250,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
534,534,250,High,47.0,279.59574468085106,96.27263360632976,87.05047746819153,472.1410118935106
534,534,250,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
534,534,250,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
535,535,250,High,47.0,279.59574468085106,96.27263360632976,87.05047746819153,472.1410118935106
535,535,250,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
535,535,250,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
536,536,251,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
536,536,251,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
536,536,251,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
537,537,251,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
537,537,251,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
537,537,251,Medium,128.0,244.03125,84.65808373529539,74.71508252940922,413.3474174705908
538,538,252,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
538,538,252,Low,75.0,181.42666666666668,44.98954032593286,91.44758601480096,271.4057473185324
538,538,252,Medium,129.0,244.96899224806202,84.99668541188974,74.97562142428254,414.96236307184154
539,539,253,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
539,539,253,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
539,539,253,Medium,129.0,244.96899224806202,84.99668541188974,74.97562142428254,414.96236307184154
540,540,255,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
540,540,255,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
540,540,255,Medium,131.0,243.76335877862596,85.15269832312273,73.45796213238049,414.0687554248714
541,541,255,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
541,541,255,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
541,541,255,Medium,131.0,243.76335877862596,85.15269832312273,73.45796213238049,414.0687554248714
542,542,257,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
542,542,257,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
542,542,257,Medium,133.0,244.27067669172934,84.61204941588878,75.04657785995178,413.49477552350686
543,543,257,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
543,543,257,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
543,543,257,Medium,133.0,244.27067669172934,84.61204941588878,75.04657785995178,413.49477552350686
544,544,257,High,48.0,280.375,95.39584383649321,89.58331232701357,471.1666876729864
544,544,257,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
544,544,257,Medium,133.0,244.27067669172934,84.61204941588878,75.04657785995178,413.49477552350686
545,545,259,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
545,545,259,Low,76.0,182.25,45.26135216716354,91.72729566567293,272.77270433432705
545,545,259,Medium,134.0,245.20149253731344,84.97923495593163,75.24302262545018,415.1599624491767
546,546,261,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
546,546,261,Low,78.0,182.66666666666666,44.85464740625427,92.95737185415811,272.3759614791752
546,546,261,Medium,134.0,245.20149253731344,84.97923495593163,75.24302262545018,415.1599624491767
547,547,261,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
547,547,261,Low,78.0,182.66666666666666,44.85464740625427,92.95737185415811,272.3759614791752
547,547,261,Medium,134.0,245.20149253731344,84.97923495593163,75.24302262545018,415.1599624491767
548,548,263,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
548,548,263,Low,79.0,182.77215189873417,44.57605122423767,93.62004945025882,271.9242543472095
548,548,263,Medium,135.0,244.94074074074075,84.71574621145486,75.50924831783104,414.37223316365044
549,549,263,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
549,549,263,Low,79.0,182.77215189873417,44.57605122423767,93.62004945025882,271.9242543472095
549,549,263,Medium,135.0,244.94074074074075,84.71574621145486,75.50924831783104,414.37223316365044
550,550,263,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
550,550,263,Low,79.0,182.77215189873417,44.57605122423767,93.62004945025882,271.9242543472095
550,550,263,Medium,135.0,244.94074074074075,84.71574621145486,75.50924831783104,414.37223316365044
551,551,263,High,49.0,277.0408163265306,97.23938656388023,82.56204319877014,471.51958945429107
551,551,263,Low,79.0,182.77215189873417,44.57605122423767,93.62004945025882,271.9242543472095
551,551,263,Medium,135.0,244.94074074074075,84.71574621145486,75.50924831783104,414.37223316365044
552,552,266,High,50.0,279.76,98.1439093310202,83.4721813379596,476.0478186620404
552,552,266,Low,80.0,182.75,44.293468958809974,94.16306208238005,271.33693791761993
552,552,266,Medium,136.0,245.5735294117647,84.72339589886708,76.12673761403053,415.0203212094989
553,553,266,High,50.0,279.76,98.1439093310202,83.4721813379596,476.0478186620404
553,553,266,Low,80.0,182.75,44.293468958809974,94.16306208238005,271.33693791761993
553,553,266,Medium,136.0,245.5735294117647,84.72339589886708,76.12673761403053,415.0203212094989
554,554,266,High,50.0,279.76,98.1439093310202,83.4721813379596,476.0478186620404
554,554,266,Low,80.0,182.75,44.293468958809974,94.16306208238005,271.33693791761993
554,554,266,Medium,136.0,245.5735294117647,84.72339589886708,76.12673761403053,415.0203212094989
555,555,268,High,50.0,279.76,98.1439093310202,83.4721813379596,476.0478186620404
555,555,268,Low,80.0,182.75,44.293468958809974,94.16306208238005,271.33693791761993
555,555,268,Medium,138.0,245.2173913043478,84.62797410965335,75.96144308504111,414.47333952365454
556,556,270,High,51.0,278.03921568627453,97.93160078020041,82.1760141258737,473.9024172466753
556,556,270,Low,80.0,182.75,44.293468958809974,94.16306208238005,271.33693791761993
